Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Provision for Loan Losses";"Net Revenue after Provisions";"Total Non-Interest Expense";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
JUVF;141652;USD;2018;Q4;2018-12-31;2019-04-02;2019-04-02;5097682;5121483;6254000;-106000;6148000;-4857000;1291000;;1030000;593000;1623000;;1623000;1623000
JUVF;141652;USD;2019;Q1;2019-03-31;2019-05-10;2019-05-10;5095132;5117024;6254000;-15000;6239000;-4835000;1404000;;1404000;10000;1414000;;1414000;1414000
KEY;378174;USD;2009;Q4;2009-12-31;2010-02-05;2012-02-27;879018439;879018439;1084000000;-783000000;301000000;-844000000;-543000000;;-528000000;347000000;-181000000;-7000000;-224000000;-265000000
KEY;378174;USD;2010;Q1;2010-03-31;2010-05-06;2011-05-05;874386000;874386000;1067000000;-411000000;656000000;-787000000;-131000000;;-123000000;82000000;-41000000;2000000;-55000000;-96000000
KEY;378174;USD;2010;Q2;2010-06-30;2010-08-06;2011-08-04;874664000;874664000;1107000000;-218000000;889000000;-779000000;110000000;;112000000;-11000000;101000000;-27000000;70000000;29000000
KEY;378174;USD;2010;Q3;2010-09-30;2010-11-04;2011-11-03;874433000;874433000;1122000000;-84000000;1038000000;-746000000;292000000;;296000000;-85000000;211000000;15000000;219000000;178000000
KEY;378174;USD;2010;Q4;2010-12-31;2011-02-24;2013-02-26;875509000;889129000;1149000000;123000000;1272000000;-770000000;502000000;;508000000;-172000000;336000000;-13000000;320000000;279000000
KEY;378174;USD;2011;Q1;2011-03-31;2011-05-05;2012-05-03;881894000;887836000;1050000000;44000000;1094000000;-705000000;389000000;;393000000;-111000000;282000000;-11000000;263000000;173000000
KEY;378174;USD;2011;Q2;2011-06-30;2011-08-04;2012-08-02;947565000;952133000;1013000000;20000000;1033000000;-692000000;341000000;;346000000;-94000000;252000000;-9000000;240000000;234000000
KEY;378174;USD;2011;Q3;2011-09-30;2011-11-03;2012-11-01;948702000;950686000;1025000000;-9000000;1016000000;-693000000;323000000;;330000000;-95000000;235000000;-17000000;217000000;212000000
KEY;378174;USD;2011;Q4;2011-12-31;2012-02-27;2014-02-26;949575000;952549000;867000000;33000000;900000000;-622000000;278000000;;262000000;-64000000;198000000;2000000;200000000;194000000
KEY;378174;USD;2012;Q1;2012-03-31;2012-05-03;2013-05-01;949342000;953971000;995000000;-42000000;953000000;-679000000;274000000;;274000000;-73000000;201000000;-1000000;200000000;194000000
KEY;378174;USD;2012;Q2;2012-06-30;2012-08-02;2013-08-05;944648000;948087000;995000000;-27000000;968000000;-687000000;281000000;;281000000;-54000000;227000000;14000000;236000000;231000000
KEY;378174;USD;2012;Q3;2012-09-30;2012-11-01;2013-10-31;936223000;940764000;1090000000;-101000000;989000000;-720000000;269000000;;269000000;-51000000;218000000;3000000;219000000;214000000
KEY;378174;USD;2012;Q4;2012-12-31;2013-02-26;2015-03-02;925551000;930214000;1040000000;-43000000;997000000;-748000000;249000000;;249000000;-53000000;196000000;7000000;203000000;197000000
KEY;378174;USD;2013;Q1;2013-03-31;2013-05-01;2014-04-30;920316000;926051000;1008000000;-58000000;950000000;-678000000;272000000;;272000000;-70000000;202000000;3000000;204000000;199000000
KEY;378174;USD;2013;Q2;2013-06-30;2013-08-05;2014-08-04;913736000;918628000;1010000000;-33000000;977000000;-706000000;271000000;;271000000;-72000000;199000000;5000000;204000000;198000000
KEY;378174;USD;2013;Q3;2013-09-30;2013-10-31;2014-11-04;901904000;908253000;1037000000;-31000000;1006000000;-713000000;293000000;;293000000;-59000000;234000000;37000000;272000000;266000000
KEY;378174;USD;2013;Q4;2013-12-31;2014-02-26;2016-02-24;890140000;897352000;1036000000;-16000000;1020000000;-715000000;305000000;;305000000;-70000000;235000000;-5000000;230000000;224000000
KEY;378174;USD;2014;Q1;2014-03-31;2014-04-30;2015-05-05;884727000;891890000;998000000;-4000000;994000000;-664000000;330000000;;330000000;-92000000;238000000;4000000;242000000;236000000
KEY;378174;USD;2014;Q2;2014-06-30;2014-08-04;2015-08-03;875298000;902137000;1028000000;-12000000;1016000000;-687000000;329000000;;329000000;-76000000;253000000;-28000000;219000000;214000000
KEY;378174;USD;2014;Q3;2014-09-30;2014-11-04;2015-11-02;867350000;874122000;992000000;-19000000;973000000;-706000000;267000000;;267000000;-64000000;203000000;-17000000;186000000;180000000
KEY;378174;USD;2014;Q4;2014-12-31;2015-03-02;2017-02-28;858481000;844647000;1072000000;-22000000;1050000000;-704000000;346000000;;346000000;-94000000;252000000;2000000;253000000;248000000
KEY;378174;USD;2015;Q1;2015-03-31;2015-05-05;2016-05-05;848580000;857122000;1008000000;-35000000;973000000;-669000000;304000000;;304000000;-74000000;230000000;5000000;233000000;227000000
KEY;378174;USD;2015;Q2;2015-06-30;2015-08-03;2016-08-05;839454000;846312000;1072000000;-41000000;1031000000;-711000000;320000000;;320000000;-84000000;236000000;3000000;238000000;233000000
KEY;378174;USD;2015;Q3;2015-09-30;2015-11-02;2016-11-07;831430000;838880000;1061000000;-45000000;1016000000;-724000000;292000000;;292000000;-72000000;220000000;-3000000;219000000;213000000
KEY;378174;USD;2015;Q4;2015-12-31;2016-02-24;2018-02-26;827920000;835642000;1087000000;-45000000;1042000000;-736000000;306000000;;306000000;-73000000;233000000;-4000000;226000000;220000000
KEY;378174;USD;2016;Q1;2016-03-31;2016-05-05;2017-05-05;827381000;835060000;1035000000;-89000000;946000000;-703000000;243000000;;243000000;-56000000;187000000;1000000;188000000;183000000
KEY;378174;USD;2016;Q2;2016-06-30;2016-08-05;2017-08-04;831899000;838496000;1070000000;-52000000;1018000000;-751000000;267000000;;267000000;-69000000;198000000;3000000;202000000;196000000
KEY;378174;USD;2016;Q3;2016-09-30;2016-11-07;2017-11-01;982080000;994660000;1329000000;-59000000;1270000000;-1082000000;188000000;;188000000;-16000000;172000000;1000000;172000000;166000000
KEY;378174;USD;2016;Q4;2016-12-31;2017-02-28;2018-02-26;1069904000;1085928000;1556000000;-66000000;1490000000;-1220000000;270000000;;270000000;-38000000;232000000;-4000000;229000000;209000000
KEY;378174;USD;2017;Q1;2017-03-31;2017-05-05;2018-05-03;1068609000;1086540000;1495000000;-63000000;1432000000;-1013000000;419000000;;419000000;-94000000;325000000;0;324000000;296000000
KEY;378174;USD;2017;Q2;2017-06-30;2017-08-04;2017-08-04;1076203000;1093039000;1626000000;-66000000;1560000000;-995000000;565000000;;565000000;-158000000;407000000;5000000;412000000;398000000
KEY;378174;USD;2017;Q3;2017-09-30;2017-11-01;2017-11-01;1073390000;1088841000;1540000000;-51000000;1489000000;-992000000;497000000;;497000000;-134000000;363000000;1000000;364000000;350000000
KEY;378174;USD;2017;Q4;2017-12-31;2018-02-26;2018-02-26;1070110000;1085952000;1594000000;-49000000;1545000000;-1098000000;447000000;;447000000;-251000000;196000000;1000000;196000000;182000000
KEY;378174;USD;2018;Q1;2018-03-31;2018-05-03;2018-05-03;1056037000;1071786000;1545000000;-61000000;1484000000;-1006000000;478000000;;478000000;-62000000;416000000;2000000;418000000;404000000
KEY;378174;USD;2018;Q2;2018-06-30;2018-08-02;2018-08-02;1052652000;1065793000;1639000000;-64000000;1575000000;-993000000;582000000;;582000000;-103000000;479000000;3000000;482000000;467000000
KEY;378174;USD;2018;Q3;2018-09-30;2018-11-01;2018-11-01;1036479000;1049976000;1595000000;-62000000;1533000000;-964000000;569000000;;569000000;-87000000;482000000;0;482000000;468000000
KEY;378174;USD;2018;Q4;2018-12-31;2019-02-25;2019-02-25;1018392000;1031173000;1645000000;-59000000;1586000000;-1012000000;574000000;;574000000;-92000000;482000000;2000000;484000000;461000000
KEY;378174;USD;2019;Q1;2019-03-31;2019-05-03;2019-05-03;1006717000;1016504000;1513000000;-62000000;1451000000;-963000000;488000000;;488000000;-82000000;406000000;1000000;407000000;387000000
LARK;130464;USD;2011;Q2;2011-06-30;2011-08-10;2012-08-10;4106024;4105063;6643000;-700000;5943000;-5227000;716000;;716000;6000;722000;;722000;722000
LARK;130464;USD;2011;Q3;2011-09-30;2011-11-10;2012-11-09;4108882;4107995;7099000;-500000;6599000;-4673000;1926000;;1926000;-437000;1489000;;1489000;1489000
LARK;130464;USD;2011;Q4;2011-12-31;2012-02-10;2014-03-21;4104933;4107801;6849000;-400000;6449000;-5223000;1226000;;1226000;69000;1295000;;1295000;1295000
LARK;130464;USD;2012;Q1;2012-03-31;2012-05-11;2013-05-10;4111501;4128540;7328000;-300000;7028000;-4729000;2299000;;2299000;-572000;1727000;;1727000;1727000
LARK;130464;USD;2012;Q2;2012-06-30;2012-08-10;2013-08-08;4111853;4153441;7874000;-300000;7574000;-5130000;2444000;;2444000;-626000;1818000;;1818000;1818000
LARK;130464;USD;2012;Q3;2012-09-30;2012-11-09;2013-11-14;4112160;4147696;7740000;-1000000;6740000;-5268000;1472000;;1472000;-267000;1205000;;1205000;1205000
LARK;130464;USD;2012;Q4;2012-12-31;2013-03-29;2015-03-19;4110850;4157905;7643000;-300000;7343000;-5230000;2113000;;1966000;-349000;1617000;;1617000;1617000
LARK;130464;USD;2013;Q1;2013-03-31;2013-05-10;2014-05-09;3916723;3981667;7016000;-300000;6716000;-4881000;1835000;;1835000;-395000;1440000;;1440000;1440000
LARK;130464;USD;2013;Q2;2013-06-30;2013-08-08;2014-08-08;4117221;4202359;6989000;-300000;6689000;-4863000;1826000;;1826000;-417000;1409000;;1409000;1409000
LARK;130464;USD;2013;Q3;2013-09-30;2013-11-14;2014-11-10;4131012;4192981;7371000;-200000;7171000;-5368000;1803000;;1627000;-342000;1285000;;1285000;1285000
LARK;130464;USD;2013;Q4;2013-12-31;2014-03-21;2016-03-14;4369497;4408848;8360000;0;8360000;-6537000;1823000;;113000;408000;521000;;521000;521000
LARK;130464;USD;2014;Q1;2014-03-31;2014-05-09;2015-05-14;4220082;4271879;9236000;-150000;9086000;-6811000;2275000;;2275000;-576000;1699000;;1699000;1699000
LARK;130464;USD;2014;Q2;2014-06-30;2014-08-08;2015-08-07;4254488;4308668;10262000;-300000;9962000;-7093000;2869000;;2869000;-792000;2077000;;2077000;2077000
LARK;130464;USD;2014;Q3;2014-09-30;2014-11-10;2015-11-13;4254534;4329988;10117000;-150000;9967000;-6993000;2974000;;2974000;-800000;2174000;;2174000;2174000
LARK;130464;USD;2014;Q4;2014-12-31;2015-03-19;2016-03-14;4255115;4361468;10120000;0;10120000;-7163000;2957000;;2957000;-858000;2099000;;2099000;2099000
LARK;130464;USD;2015;Q1;2015-03-31;2015-05-14;2016-05-13;4257537;4376486;10057000;1000000;11057000;-7111000;3946000;;3946000;-1169000;2777000;;2777000;2777000
LARK;130464;USD;2015;Q2;2015-06-30;2015-08-07;2016-08-05;4259492;4392138;11306000;-200000;11106000;-7443000;3663000;;3663000;-1047000;2616000;;2616000;2616000
LARK;130464;USD;2015;Q3;2015-09-30;2015-11-13;2015-11-13;4262100;4402366;10903000;-100000;10803000;-7308000;3495000;;3495000;-966000;2529000;;2529000;2529000
LARK;130464;USD;2015;Q4;2015-12-31;2016-03-14;2016-03-14;4273587;4390858;10660000;0;10660000;-7344000;3316000;;3316000;-732000;2584000;;2584000;2584000
LARK;130464;USD;2016;Q1;2016-03-31;2016-05-13;2016-05-13;4323310;4439305;10298000;-50000;10248000;-7162000;3086000;;3086000;-809000;2277000;;2277000;2277000
LARK;130464;USD;2016;Q2;2016-06-30;2016-08-05;2016-08-05;4392440;4485212;10510000;-300000;10210000;-7211000;2999000;;2999000;-754000;2245000;;2245000;2245000
LARK;130464;USD;2016;Q3;2016-09-30;2016-11-10;2017-11-13;4431272;4515342;10294000;-150000;10144000;-7394000;2750000;;2750000;-594000;2156000;;2156000;2156000
LARK;130464;USD;2016;Q4;2016-12-31;2017-03-14;2017-03-14;4480162;4489711;9787000;0;9787000;-7347000;2440000;;2440000;-157000;2283000;;2283000;2283000
LARK;130464;USD;2017;Q1;2017-03-31;2017-05-05;2017-05-05;4479776;4571401;10009000;-50000;9959000;-7061000;2898000;;2898000;-693000;2205000;;2205000;2205000
LARK;130464;USD;2017;Q2;2017-06-30;2017-08-21;2017-08-21;4480662;4573372;10764000;-100000;10664000;-7539000;3125000;;3125000;-742000;2383000;;2383000;2383000
LARK;130464;USD;2017;Q3;2017-09-30;2017-11-13;2017-11-13;4483284;4483284;10538000;-100000;10438000;-7540000;2898000;;-5184000;2523000;-2661000;;-2661000;-2661000
LARK;130464;USD;2017;Q4;2017-12-31;2018-03-14;2018-03-14;4484212;4611399;10035000;-200000;9835000;-7202000;2633000;;2633000;-191000;2442000;;2442000;2442000
LARK;130464;USD;2018;Q1;2018-03-31;2018-05-08;2018-05-08;4528863;4576458;9995000;-200000;9795000;-7440000;2355000;;2355000;-256000;2099000;;2099000;2099000
LARK;130464;USD;2018;Q2;2018-06-30;2018-08-08;2018-08-08;4566438;4587047;11089000;-250000;10839000;-7566000;3273000;;3273000;-428000;2845000;;2845000;2845000
LARK;130464;USD;2018;Q3;2018-09-30;2018-11-08;2018-11-08;4584213;4602951;11747000;-450000;11297000;-7712000;3585000;;3585000;-565000;3020000;;3020000;3020000
LARK;130464;USD;2018;Q4;2018-12-31;2019-03-14;2019-03-14;4593305;4569997;10528000;-500000;10028000;-7647000;2381000;;2381000;81000;2462000;;2462000;2462000
LARK;130464;USD;2019;Q1;2019-03-31;2019-05-09;2019-05-09;4590722;4605608;10452000;-200000;10252000;-7728000;2524000;;2524000;-341000;2183000;;2183000;2183000
MBFI;447767;USD;2010;Q4;2010-12-31;2011-02-01;2013-02-20;53604135;54513816;120856000;-49000000;71856000;-64615000;7241000;;1835000;1358000;3193000;;3193000;595000
MBFI;447767;USD;2011;Q1;2011-03-31;2011-05-03;2012-05-02;53961176;54254876;109889000;-40000000;69889000;-65864000;4025000;;4484000;2460000;6944000;;6944000;4343000
MBFI;447767;USD;2011;Q2;2011-06-30;2011-08-01;2012-07-27;54002979;54002979;112946000;-61250000;51696000;-66728000;-15032000;;-16426000;9060000;-7366000;;-7366000;-9968000
MBFI;447767;USD;2011;Q3;2011-09-30;2011-11-01;2012-10-30;54121156;54323320;108726000;-11500000;97226000;-66608000;30618000;;28675000;-8978000;19697000;;19697000;17092000
MBFI;447767;USD;2011;Q4;2011-12-31;2012-02-10;2014-02-21;54143321;54767945;108986000;-8000000;100986000;-68839000;32147000;;27263000;-7810000;19453000;;19453000;16847000
MBFI;447767;USD;2012;Q1;2012-03-31;2012-05-02;2013-04-29;54155856;54411916;105687000;-3100000;102587000;-67331000;35256000;;29516000;-8430000;21086000;;21086000;17817000
MBFI;447767;USD;2012;Q2;2012-06-30;2012-07-27;2013-07-31;54174717;54448709;102676000;0;102676000;-66834000;35842000;;31177000;-9034000;22143000;;22143000;22143000
MBFI;447767;USD;2012;Q3;2012-09-30;2012-10-30;2013-10-31;54346827;54556517;103787000;13000000;116787000;-67725000;49062000;;32463000;-9330000;23133000;;23133000;23133000
MBFI;447767;USD;2012;Q4;2012-12-31;2013-02-20;2015-02-27;54403788;54606762;109831000;-1000000;108831000;-66684000;42147000;;33695000;-9683000;24012000;;24012000;24012000
MBFI;447767;USD;2013;Q1;2013-03-31;2013-04-29;2014-05-06;54411806;54736644;105606000;0;105606000;-71099000;34507000;;34959000;-10053000;24906000;;24906000;24906000
MBFI;447767;USD;2013;Q2;2013-06-30;2013-07-31;2014-07-31;54436043;54868075;105813000;-500000;105313000;-72268000;33045000;;35666000;-10373000;25293000;;25293000;25293000
MBFI;447767;USD;2013;Q3;2013-09-30;2013-10-31;2014-11-10;54565089;55130653;106615000;3304000;109919000;-75234000;34685000;;33654000;-9254000;24400000;;24400000;24400000
MBFI;447767;USD;2013;Q4;2013-12-31;2014-02-21;2016-02-19;54625510;55240088;108696000;3000000;111696000;-76768000;34928000;;33667000;-9811000;23856000;;23856000;23856000
MBFI;447767;USD;2014;Q1;2014-03-31;2014-05-06;2015-05-07;54639951;55265188;103940000;-1150000;102790000;-75464000;27326000;;26743000;-6774000;19969000;;19969000;19969000
MBFI;447767;USD;2014;Q2;2014-06-30;2014-07-31;2015-07-31;54669868;55200054;108000000;1950000;109950000;-77502000;32448000;;31920000;-8814000;23106000;;23106000;23106000
